,owner,project,file,page,abstracted,classification
1301,bmatzelle,gow,contributing.md,contributing,contribute,Contribuition
1302,wurstmeister,kafka-docker,SASL-config-example.md,sasl config example,sasl config example,References
1303,wurstmeister,kafka-docker,Home.md,home,home,What
1304,wurstmeister,kafka-docker,Swarm.md,swarm,swarm,How
1305,wurstmeister,kafka-docker,ReleaseProcess.md,release process,release process,Contribuition
1306,wurstmeister,kafka-docker,Connectivity.md,connectivity,connectivity,How
1307,centrifugal,centrifugo,Investigating-performance-issues.md,investigating performance issues,investigate performance issue,How
1308,Freeboard,freeboard,Home.md,home,home,What
1309,zouzg,mybatis-generator-gui,Home.md,home,home,What
1310,drwetter,testssl.sh,Man-page.md,man page,man page,References
1311,drwetter,testssl.sh,Usage-Documentation.md,usage documentation,usage documentation,How
1312,guardianproject,haven,Usability-Testing-Feedback-from-August-2017.md,usability testing feedback from august 2017,usability test feedback from @MONTH @YEAR,When
1313,guardianproject,haven,Use-Cases.md,use cases,use case,References
1314,ckeditor,ckeditor5,Home.md,home,home,What
1315,Cocoanetics,DTCoreText,Using-DTCoreText-in-Non-ARC-Projects.md,using dtcore text in non arc projects,use @PROJECT in non arc project,How
1316,Unleash,unleash,Roadmap.md,roadmap,roadmap,
1317,square,crossfilter,Home.md,home,home,
1318,square,crossfilter,API-Reference.md,api reference,api reference,
1319,johnezang,JSONKit,Performance.md,performance,performance,
1320,marshmallow-code,marshmallow,Ecosystem.md,ecosystem,ecosystem,
1321,marshmallow-code,marshmallow,Who's-using-marshmallow?.md,who using marshmallow,who use @PROJECT,
1322,fmfn,BayesianOptimization,Introduction.md,introduction,introduction,
1323,beanstalkd,beanstalkd,Client-Libraries.md,client libraries,client library,
1324,beanstalkd,beanstalkd,Tools.md,tools,tool,
1325,LSPosed,LSPosed,How-to-use-it.md,how to use it,how to use it,
1326,LSPosed,LSPosed,New-XSharedPreferences.md,new xshared preferences,new xshared preference,
1327,LSPosed,LSPosed,Native-Hook.md,native hook,native hook,
1328,LSPosed,LSPosed,Module-Scope.md,module scope,module scope,
1329,kristopolous,BOOTSTRA.386,DOS-Terminal-Capability-Tutorial.md,dos terminal capability tutorial,do terminal capability tutorial,
1330,jquery,sizzle,Home.md,home,home,
1331,jenssegers,laravel-mongodb,Creating-Full-Text-Index-With-Laravel-Migration-Using-Moloquent.md,creating full text index with laravel migration using moloquent,create full text index with laravel migration use moloquent,
1332,jenssegers,laravel-mongodb,Aggregating-boolean-count-by-date.md,aggregating boolean count by date,aggregate boolean count by date,
1333,jenssegers,laravel-mongodb,Matching-by-ObjectId-When-Using-Raw-Query-or-Aggregation.md,matching by object id when using raw query or aggregation,match by object id when use raw query or aggregation,
1334,jtleek,datasharing,HelloWorld.md.md,hello worldmd,hello worldmd,
1335,jtleek,datasharing,Automated-test-and-generate-RESTful-API-documentation-through-rest-client.md,automated test and generate restful api documentation through rest client,automate test and generate restful api documentation through rest client,
1336,smuyyh,BookReader,Home.md,home,home,
1337,thedevs-network,kutt,NGINX-config.md,nginx config,nginx config,
1338,thedevs-network,kutt,ShareX.md,share x,share x,
1339,thedevs-network,kutt,[DEPRECARED]-Neo4J-setup-guide.md,deprecared neo4j setup guide,deprecared @NON_ENGLISH setup guide,
1340,angular-fullstack,generator-angular-fullstack,New-features-in-2.x.md,new features in 2x,new feature in @NUMBER,
1341,rengwuxian,MaterialEditText,Home.md,home,home,
1342,rengwuxian,MaterialEditText,Layout-and-Code-Example.md,layout and code example,layout and code example,
1343,jpbruinsslot,slack-term,Home.md,home,home,
1344,yzhao062,pyod,Setting-up-Keras-and-Tensorflow-for-Neural-net-Based-models.md,setting up keras and tensorflow for neural net based models,set up kera and tensorflow for neural net base model,
1345,slap-editor,slap,Home.md,home,home,
1346,bchavez,Bogus,Creating-Locales.md,creating locales,create locale,
1347,bchavez,Bogus,Bogus-Premium.md,bogus premium,@PROJECT premium,
1348,DouyinFE,semi-design,PR-Rules.md,pr rules,pr rule,
1349,DouyinFE,semi-design,Accessibility-in-Semi-Design.md,accessibility in semi design,accessibility in @PROJECT,
1350,iron,iron,How-to-Benchmark-hello.rs-Example.md,how to benchmark hellors example,how to benchmark hellors example,
1351,benbusby,whoogle-search,User-Contributed-CSS-Themes.md,user contributed css themes,user contribute cs theme,
1352,benbusby,whoogle-search,Styling-with-Custom-CSS.md,styling with custom css,style with custom cs,
1353,aws,aws-sam-cli,SAM-CLI-Roadmap.md,sam cli roadmap,sam cli roadmap,
1354,aws,aws-sam-cli,08-2020-codeploy-servicerole.md,08 2020 codeploy servicerole,@MONTH @YEAR codeploy servicerole,
1355,aws,aws-sam-cli,08-2020-codeploy-deploymentgroup-condition.md,08 2020 codeploy deploymentgroup condition,@MONTH @YEAR codeploy deploymentgroup condition,
1356,OrchardCMS,OrchardCore,Roadmap.md,roadmap,roadmap,
1357,google,error-prone,Criteria-for-new-checks.md,criteria for new checks,criterion for new check,
1358,google,error-prone,Writing-a-check.md,writing a check,write a check,
1359,google,error-prone,For-Developers.md,for developers,for developer,
1360,google,physical-web,Coding-Style-Guides.md,coding style guides,cod style guide,
1361,scikit-learn-contrib,imbalanced-learn,Under-sampling.md,under sampling,under sample,
1362,scikit-learn-contrib,imbalanced-learn,Over-sampling.md,over sampling,over sample,
1363,scikit-learn-contrib,imbalanced-learn,Home.md,home,home,
1364,LawnchairLauncher,lawnchair,FAQ.md,faq,faq,
1365,LawnchairLauncher,lawnchair,Home.md,home,home,
1366,LawnchairLauncher,lawnchair,"Telegram-rules,-groups-and-channels.md",telegram rules groups and channels,telegram rule group and channel,
1367,kulshekhar,ts-jest,Troubleshooting.md,troubleshooting,troubleshoot,
1368,AsyncHttpClient,async-http-client,Connection-pooling.md,connection pooling,connection pool,
1369,postmanlabs,newman,Newman-Run-Events.md,newman run events,@PROJECT run event,
1370,postmanlabs,newman,Design-Document.md,design document,design document,
1371,postmanlabs,newman,The-Cursor-Object.md,the cursor object,the cursor object,
1372,postmanlabs,newman,Using-Newman-with-the-Postman-API.md,using newman with the postman api,use @PROJECT with the postman api,
1373,singwhatiwanna,dynamic-load-apk,Wiki.md,wiki,wiki,
1374,sshahine,JFoenix,Scroll-Pane.md,scroll pane,scroll pane,
1375,sshahine,JFoenix,Slider.md,slider,slider,
1376,sshahine,JFoenix,Home.md,home,home,
1377,sshahine,JFoenix,Toggle-Button.md,toggle button,toggle button,
1378,qvacua,vimr,How-to-use-VimR-as-git-difftool-(with-DirDiff.vim).md,how to use vim r as git difftool with dir diffvim,how to use vim r as git difftool with dir diffvim,
1379,qvacua,vimr,VimR-MacVim.md,vim r mac vim,vim r mac vim,
1380,qvacua,vimr,Home.md,home,home,
1381,doublespeakgames,adarkroom,Suggestions.md,suggestions,suggestion,
1382,doublespeakgames,adarkroom,Translating.md,translating,translate,
1383,doublespeakgames,adarkroom,Contributing.md,contributing,contribute,
1384,doublespeakgames,adarkroom,Design-Guide.md,design guide,design guide,
1385,doublespeakgames,adarkroom,Quests.md,quests,quest,
1386,jquense,react-big-calendar,React-big-calendar-with-Rails.md,react big calendar with rails,@PROJECT with rail,
1387,flot,flot,Home.md,home,home,
1388,flot,flot,Framework-Adapters.md,framework adapters,framework adapter,
1389,eternnoir,pyTelegramBotAPI,Release-Note.md,release note,release note,
1390,whatwg,html,Home.md,home,home,
1391,whatwg,html,"dialog--initial-focus,-a-proposal.md",dialog initial focus a proposal,dialog initial focus a proposal,
1392,RobinHerbots,Inputmask,Howto:-Effectively-using-the-data-inputmask-attribute.md,howto effectively using the data inputmask attribute,howto effectively use the data @PROJECT attribute,
1393,RobinHerbots,Inputmask,Howto:-Create-your-own-mask.md,howto create your own mask,howto create your own mask,
1394,RobinHerbots,Inputmask,HOWTO:-integration-with-Knockout-Validation-plugin.md,howto integration with knockout validation plugin,howto integration with knockout validation plugin,
1395,RobinHerbots,Inputmask,HOWTO:-Integration-with-Knockoutjs.md,howto integration with knockoutjs,howto integration with knockoutjs,
1396,palantir,tslint,Release-process.md,release process,release process,
1397,AI4Finance-Foundation,FinRL,FinRL.md,fin rl,@PROJECT,
1398,AI4Finance-Foundation,FinRL,Leaderboard.md,leaderboard,leaderboard,
1399,webslides,WebSlides,Plugin-docs.md,plugin docs,plugin doc,
1400,webslides,WebSlides,Home.md,home,home,
1401,webslides,WebSlides,Core-API.md,core api,core api,
1402,webslides,WebSlides,Plugin-development.md,plugin development,plugin development,
1403,VirusTotal,yara,Unicode-characters-in-YARA.md,unicode characters in yara,unicode character in @PROJECT,
1404,VirusTotal,yara,Backward-incompatible-changes-in-YARA-4.0-API.md,backward incompatible changes in yara 40 api,backward incompatible change in @PROJECT @NUMBER api,
1405,de4dot,de4dot,FAQ.md,faq,faq,
1406,duckdb,duckdb,DuckDB-Design-Document.md,duck db design document,duck db design document,
1407,angular-app,angular-app,User-stories.md,user stories,user story,
1408,Airblader,i3,Example-Configuration.md,example configuration,example configuration,
1409,Airblader,i3,Building-from-source.md,building from source,build from source,
1410,Airblader,i3,Installation.md,installation,installation,
1411,Airblader,i3,Frequently-Asked-Questions.md,frequently asked questions,frequently ask question,
1412,fulldecent,system-bus-radio,RTL-STR-Basic-Setup.md,rtl str basic setup,rtl str basic setup,
1413,norman,friendly_id,Root-level-slugs-for-multiple-resources.md,root level slugs for multiple resources,root level slug for multiple resource,
1414,norman,friendly_id,Tips-and-Tricks.md,tips and tricks,tip and trick,
1415,b-ryan,powerline-shell,FAQ.md,faq,faq,
1416,dotnet,wpf,Building-WPF-Locally.md,building wpf locally,build @PROJECT locally,
1417,mrniko,netty-socketio,How-To:-create-a-cluster-of-netty-socketio-servers-for-high-availabiliy-(i.e.-failover)-purposes.md,how to create a cluster of netty socketio servers for high availabiliy ie failover purposes,how to create a cluster of @PROJECT server for high availabiliy ie failover purpose,
1418,mrniko,netty-socketio,Configuration-details.md,configuration details,configuration detail,
1419,mrniko,netty-socketio,How-To:-create-a-cluster-of-netty-socketio-servers-for-broadcasting-messages.md,how to create a cluster of netty socketio servers for broadcasting messages,how to create a cluster of @PROJECT server for broadcast message,
1420,nteract,nteract,GSoC-2017-Ideas.md,gso c 2017 ideas,gso c @YEAR idea,
1421,nteract,nteract,GSoC-2019-Ideas.md,gso c 2019 ideas,gso c @YEAR idea,
1422,nteract,nteract,Google-Summer-of-Docs-2021.md,google summer of docs 2021,google summer of doc @YEAR,
1423,nteract,nteract,GSoC-2020-Ideas.md,gso c 2020 ideas,gso c @YEAR idea,
1424,nteract,nteract,Google-Summer-of-Code.md,google summer of code,google summer of code,
1425,jackc,pgx,Getting-started-with-pgx.md,getting started with pgx,get start with @PROJECT,
1426,jackc,pgx,Getting-started-with-pgx-through-database-sql.md,getting started with pgx through database sql,get start with @PROJECT through database sql,
1427,jackc,pgx,Numeric-and-decimal-support.md,numeric and decimal support,numeric and decimal support,
1428,holman,spark,Alternative-Implementations.md,alternative implementations,alternative implementation,
1429,holman,spark,Wicked-Cool-Usage.md,wicked cool usage,wicked cool usage,
1430,WhitestormJS,whs.js,Making-a-plugin.md,making a plugin,make a plugin,
1431,WhitestormJS,whs.js,Contributing-to-WhitestormJS.md,contributing to whitestorm js,contribute to whitestorm js,
1432,WhitestormJS,whs.js,v3.x.x.md,v3xx,@NON_ENGLISH,
1433,WhitestormJS,whs.js,Migration.md,migration,migration,
1434,react-native-device-info,react-native-device-info,V3-to-V4-Migration-Guide.md,v3 to v4 migration guide,@NUMBER to @NUMBER migration guide,
1435,react-native-device-info,react-native-device-info,V2-to-V3-Migration-Guide.md,v2 to v3 migration guide,@NUMBER to @NUMBER migration guide,
1436,rcmaehl,WhyNotWin11,Vulnerability-Disclosure-07-09-2021.md,vulnerability disclosure 07 09 2021,vulnerability disclosure @DAY @MONTH @YEAR,
1437,rcmaehl,WhyNotWin11,Command-Line-Switches.md,command line switches,command line switch,
1438,infinitered,nsfwjs,FAQ:-NSFW-JS.md,faq nsfw js,faq nsfw js,
1439,Alluxio,alluxio,Home.md,home,home,
1440,Alluxio,alluxio,Alluxio-Community-Dev-Sync-Meetings.md,alluxio community dev sync meetings,@PROJECT community dev sync meet,
1441,Alluxio,alluxio,Alluxio-Project-Management-Committee-(PMC).md,alluxio project management committee pmc,@PROJECT project management committee pmc,
1442,joelittlejohn,jsonschema2pojo,Reference.md,reference,reference,
1443,joelittlejohn,jsonschema2pojo,Getting-Started.md,getting started,get start,
1444,joelittlejohn,jsonschema2pojo,"Proposal-for-allOf,-anyOf-and-oneOf.md",proposal for all of any of and one of,proposal for all of any of and one of,
1445,Shougo,deoplete.nvim,Completion-Sources.md,completion sources,completion source,
1446,WebAssembly,binaryen,Walking-and-Visiting-in-Binaryen-IR.md,walking and visiting in binaryen ir,walk and visit in @PROJECT ir,
1447,WebAssembly,binaryen,Compiling-to-WebAssembly-with-Binaryen.md,compiling to web assembly with binaryen,compile to web assembly with @PROJECT,
1448,WebAssembly,binaryen,Fuzzing.md,fuzzing,fuzzing,
1449,WebAssembly,binaryen,binaryen.js-API.md,binaryenjs api,binaryenjs api,
1450,mgcrea,angular-strap,Home.md,home,home,
1451,prolificinteractive,material-calendarview,Customization-Builder.md,customization builder,customization builder,
1452,prolificinteractive,material-calendarview,Customization.md,customization,customization,
1453,prolificinteractive,material-calendarview,Decorators.md,decorators,decorator,
1454,prolificinteractive,material-calendarview,Custom-Selectors.md,custom selectors,custom selector,
1455,gevent,gevent,Projects.md,projects,project,
1456,KhronosGroup,glTF,Open-3D-Graphics-Compression.md,open 3d graphics compression,open @NON_ENGLISH graphic compression,
1457,KhronosGroup,glTF,glTF-0.8-to-1.0-Guide.md,gl tf 08 to 10 guide,@PROJECT @NUMBER to @NUMBER guide,
1458,coqui-ai,TTS,What-makes-a-good-TTS-dataset.md,what makes a good tts dataset,what make a good @PROJECT dataset,
1459,coqui-ai,TTS,Speaker-Encoder.md,speaker encoder,speaker encoder,
